time_seconds,bus650_magnitude,bus650_angle,bus680_magnitude,bus680_angle,bus692_magnitude,bus692_angle
1.0,0.9999667492777495,-0.00016052334801684346,1.0021663509786034,-0.07009783283368111,1.0021663318244358,-0.07009782638931153
2.0,0.9999552466208103,-0.0001666843832171287,0.9983174337337699,-0.07474964649749821,0.998317413981688,-0.07474963962095262
3.0,0.999948777638487,-0.00017302778639537525,0.9958529570779217,-0.07822489540321642,0.9958529370761571,-0.07822488833287924
4.0,0.9999509655076626,-0.0001713492946890703,0.9966230468010356,-0.07719523252285843,0.9966230268970809,-0.0771952255252717
5.0,0.999958004884844,-0.00016676962897203203,0.9990900769512964,-0.0741019877952407,0.9990900573877983,-0.07410198104891925
6.0,0.9999658323001408,-0.00016191123252381928,1.0017809753534725,-0.07074171675449932,1.0017809561781221,-0.07074171029143005
7.0,0.9999705730828485,-0.00015859249406471475,0.996714333627333,-0.06929376393331446,0.9967143147688327,-0.06929375759946636
8.0,0.9999701288537093,-0.0001591298814947969,0.9965258605091498,-0.06956259760592472,0.9965258416346475,-0.06956259126015799
9.0,0.9999648365344505,-0.00016198254198495021,0.9947368698580829,-0.07173712148452058,0.9947368507051026,-0.07173711493793312
10.0,0.9999563572777423,-0.00016730302051148012,0.9917697171506609,-0.07545468468474144,0.9917696975756298,-0.07545467782719115
11.0,0.9999489176874811,-0.00017176072999795127,0.9892150863815202,-0.07864700907372156,0.9892150664306816,-0.07864700194130927
12.0,0.9999471683159614,-0.00017120969550653192,0.9887790036070027,-0.07890902715479525,0.9887789835212757,-0.0789090199302398
13.0,0.9999517046606919,-0.0001683837917705102,0.9903488773249581,-0.07693191582638276,0.9903488574655758,-0.07693190876762214
14.0,0.999962629930953,-0.00016260402711772883,0.9940616204401427,-0.07249150520353213,0.994061601153987,-0.07249149856257632
15.0,0.9999781342847116,-0.00015269074099965048,0.9994595335986546,-0.06567224235313535,0.9994595150872114,-0.06567223627640838
16.0,0.9999931275412042,-0.0001434529568948554,1.0046813150062215,-0.05945485213954127,1.004681297255305,-0.05945484660343412
17.0,1.0000037808518083,-0.0001363569047964812,1.001772606277686,-0.05528391740441905,1.0017725891583835,-0.0552839122308373
18.0,1.0000078573542224,-0.00013407882064334114,1.0031707739775273,-0.053582398859051916,1.003170757078132,-0.05358239384305508
19.0,1.000005508106336,-0.0001353681124246115,1.0023810699212088,-0.05455485364624525,1.00238105289367,-0.05455484853969911
20.0,0.9999989592110827,-0.00013858205838276227,1.0001900502306365,-0.0571678976460539,1.0001900328383662,-0.05716789227999966
21.0,0.999990752048661,-0.000144009555261382,0.9973020909857361,-0.06082176983646096,0.9973020731795194,-0.060821764168538815
22.0,0.999985315216734,-0.0001475908729713632,0.9953870632497814,-0.06326733789139323,0.9953870451692578,-0.06326733202404412
23.0,0.9999849895406344,-0.00014779064319838924,0.9952716425617886,-0.06339415210326285,0.9952716244670695,-0.06339414622500023
24.0,0.9999898327538685,-0.00014461082932968393,0.996971194866889,-0.06123389718730654,0.9969711770160747,-0.06123389148709451
25.0,0.9999974320268196,-0.0001395576724795265,0.9996477770269225,-0.0578221661167598,0.999647759560119,-0.057822160694330764
26.0,1.0000039648995862,-0.00013518417857220306,1.0019466361720604,-0.05486962519238379,1.001946619036535,-0.054869620010692434
27.0,1.0000059150213407,-0.00013389392420601058,1.0026368903161222,-0.05402919754347262,1.002636873278059,-0.0540291924329417
28.0,1.000001023279605,-0.0001371772951127139,1.0009065506089674,-0.056215063166735336,1.0009065333238905,-0.056215057876432786
29.0,0.999989413840118,-0.00014488784372783799,0.9968200070745991,-0.06140679770771318,0.9968199892022128,-0.06140679199107656
30.0,0.9999734789143913,-0.0001552458464316485,0.9912273637590402,-0.06854566673641349,0.9912273450835949,-0.06854566043285004
31.0,0.9999572970930921,-0.00016548304927535616,0.985571707252662,-0.07571470937738911,0.9855716877626753,-0.07571470247641937
32.0,0.9999458061619781,-0.00017204908027370047,0.9883107340666576,-0.07951551194366357,0.9883107139125236,-0.07951550466904199
33.0,0.9999405989352955,-0.0001752307213886701,0.9865001964031339,-0.08177903705650147,0.9865001759901251,-0.08177902959110295
34.0,0.9999426329546254,-0.00017400122183341794,0.9872041140859343,-0.08089324431807568,0.9872040937742407,-0.08089323692641673
35.0,0.9999495881926982,-0.00016970189779479946,0.9896161938479066,-0.07787257988649021,0.9896161738818104,-0.0778725727506348
36.0,0.9999569226431887,-0.00016619204139435716,0.9920668549182248,-0.07496337874232467,0.992066835348839,-0.07496337189337711
37.0,0.9999619113745026,-0.00016305308077852723,0.9937936370723671,-0.07280162685678139,0.9937936177519029,-0.07280162018918637
38.0,0.9999616364800394,-0.00016324164562824854,0.9937061947979817,-0.0729250401333541,0.993706175462693,-0.07292503345599043
39.0,0.9999557341050285,-0.00016747643254482971,0.9915992609552271,-0.07564605941266077,0.9915992413417037,-0.07564605252838187
40.0,0.9999471895513257,-0.000172757234183245,0.9886197280730321,-0.07937438022521268,0.988619708033507,-0.07937437302743754
41.0,0.9999404473838756,-0.0001753057217523802,0.986437973461434,-0.08182876097790927,0.9864379530419262,-0.08182875350583078
42.0,0.9999377667236705,-0.00017693672703071787,0.9855192495915006,-0.08300099239679565,0.9855192290395903,-0.08300098482659507
43.0,0.9999417968073964,-0.0001755287599932761,0.98682026636538,-0.08157386815233701,0.9868202460430205,-0.081573860749637
44.0,0.9999533662463298,-0.00016841117811516952,0.990827118493116,-0.07652751561951573,0.9908270987461738,-0.07652750864027232
45.0,0.9999690510825942,-0.00015855431187859032,0.9962847564128597,-0.06965906377194192,0.9962847374478613,-0.06965905736514848
46.0,0.9999844568355472,-0.00014859537674642183,1.0016596905373922,-0.06289344099493613,1.001659672342459,-0.06289343514751243
47.0,0.9999951874266907,-0.00014227217868274377,1.0053930712214174,-0.05859317087099352,1.005393053578739,-0.05859316541281452
48.0,0.9999991799742016,-0.0001396183430331455,1.0001400516960877,-0.05739213524910111,1.0001400343519997,-0.05739212991072717
49.0,0.9999965083356761,-0.00014174578757102582,0.9991538235160113,-0.05869958982338367,0.9991538060444698,-0.05869958439213432
50.0,0.999989529187209,-0.00014585180673316742,0.9967426675598301,-0.061679067902496956,0.9967426497234124,-0.061679062206742435
51.0,0.9999818224155553,-0.00014985107709235932,0.9941580159570944,-0.06482037221001456,0.9941579977024462,-0.06482036621432939
52.0,0.9999763362396054,-0.000153401948869997,0.9922346788304608,-0.06725668345227158,0.9922346602984595,-0.06725667725460482
53.0,0.9999760455793725,-0.0001535830168794733,0.9921382667481367,-0.06738828195760982,0.9921382482015653,-0.06738827574896485
54.0,0.9999814623246926,-0.00014903286071390884,0.9941532842836347,-0.06466597423661236,0.9941532659798656,-0.06466596821027319
55.0,0.9999891086763605,-0.0001440113216811641,0.9968245098805212,-0.06123032415550076,0.9968244919634534,-0.06123031841072431
56.0,0.9999949790640744,-0.0001417258444804075,0.9987274400613302,-0.05908296285949387,0.998727422483542,-0.05908295735644541
57.0,0.999996786632978,-0.00014073885874340417,0.9993432299988589,-0.058327639475132365,0.9993432125196398,-0.05832763404171052
58.0,0.9999922422577477,-0.00014302438391750066,0.9978227166209133,-0.06015178646849572,0.9978226988895651,-0.06015178085536618
59.0,0.9999805212997265,-0.00015069644380850773,0.9936952370873503,-0.06539835849389738,0.9936952187658095,-0.06539835244914934
60.0,0.9999644447533145,-0.00016100052905484037,0.9880580251023438,-0.07256068333150993,0.9880580059728391,-0.07256067669419534
61.0,0.999948177711009,-0.00017160413051687655,0.9890141666790334,-0.0787829649439525,0.9890141466750266,-0.07878295777443875
62.0,0.9999365280183156,-0.00017772342894247441,0.9850916197017527,-0.08355204584315226,0.9850915990859737,-0.08355203822729496
63.0,0.9999312756788968,-0.00018086663651076842,0.9832608268922541,-0.08581556948042436,0.9832608060177082,-0.08581556167055732
64.0,0.9999333286609712,-0.00017962615718322125,0.9839792082323322,-0.08492119815901628,0.9839791874597779,-0.08492119042558195
65.0,0.9999403662408153,-0.0001753818948911431,0.9864222127336256,-0.08189170313962521,0.9864221923087138,-0.08189169566594517
66.0,0.9999477635100316,-0.00017188041060656344,0.9888858144829927,-0.07898205293154151,0.9888857944578753,-0.07898204574770577
67.0,0.9999528225207238,-0.00016874865755287297,0.9906304404795554,-0.07675737493775263,0.990630420707131,-0.07675736793782655
68.0,0.9999525434037356,-0.00016892953391761773,0.990546417016891,-0.07688938730033094,0.9905463972294899,-0.07688938029048821
69.0,0.9999469049215621,-0.0001724004734107386,0.9885700296508692,-0.07933845538177682,0.9885700095829814,-0.07933844816458452
70.0,0.9999382898187957,-0.0001776720104065953,0.985601136626214,-0.08308586218073671,0.9856011161304427,-0.0830858546486159
71.0,0.9999306272626958,-0.00018231510360716013,0.9829378789380605,-0.08642190019452976,0.98293785806122,-0.08642189238046996
